time;model_id;model_name;port_name;data
0;838;(40,57);;<0>
0;839;(37,57);;<0>
0;840;(36,57);;<0>
0;841;(35,57);;<0>
0;842;(32,57);;<0>
0;843;(31,57);;<0>
0;844;(28,57);;<0>
0;845;(27,57);;<0>
0;846;(26,57);;<0>
0;847;(59,64);;<0>
0;848;(24,57);;<0>
0;849;(20,62);;<0>
0;850;(23,57);;<0>
0;851;(21,57);;<0>
0;852;(20,57);;<0>
0;853;(18,57);;<0>
0;854;(17,57);;<0>
0;855;(15,57);;<0>
0;856;(47,70);;<0>
0;857;(14,57);;<0>
0;858;(12,57);;<0>
0;859;(11,57);;<0>
0;860;(8,57);;<0>
0;861;(54,73);;<0>
0;862;(3,57);;<0>
0;863;(2,57);;<0>
0;864;(1,57);;<0>
0;865;(-2,57);;<0>
0;866;(-4,57);;<0>
0;867;(-5,57);;<0>
0;868;(-6,57);;<0>
0;869;(-9,57);;<0>
0;870;(-11,57);;<0>
0;871;(43,74);;<0>
0;872;(-12,57);;<0>
0;873;(-13,57);;<0>
0;874;(-15,57);;<0>
0;875;(-21,57);;<0>
0;876;(-23,57);;<0>
0;877;(-24,57);;<0>
0;878;(41,68);;<0>
0;879;(75,56);;<0>
0;880;(35,60);;<0>
0;881;(74,56);;<0>
0;882;(73,56);;<0>
0;883;(69,56);;<0>
0;884;(68,56);;<0>
0;885;(-24,74);;<0>
0;886;(63,56);;<0>
0;887;(62,56);;<0>
0;888;(61,56);;<0>
0;889;(60,56);;<0>
0;890;(57,56);;<0>
0;891;(52,56);;<0>
0;892;(59,61);;<0>
0;893;(51,56);;<0>
0;894;(50,56);;<0>
0;895;(38,56);;<0>
0;896;(35,56);;<0>
0;897;(34,56);;<0>
0;898;(29,56);;<0>
0;899;(23,56);;<0>
0;900;(20,56);;<0>
0;901;(53,73);;<0>
0;902;(66,68);;<0>
0;903;(18,56);;<0>
0;904;(17,56);;<0>
0;905;(14,56);;<0>
0;906;(18,74);;<0>
0;907;(13,56);;<0>
0;908;(9,56);;<0>
0;909;(8,56);;<0>
0;910;(58,73);;<0>
0;911;(7,56);;<0>
0;912;(4,56);;<0>
0;913;(3,56);;<0>
0;914;(2,56);;<0>
0;915;(1,56);;<0>
0;916;(0,56);;<0>
0;917;(-1,56);;<0>
0;918;(-3,56);;<0>
0;919;(-4,56);;<0>
0;920;(64,72);;<0>
0;921;(-6,56);;<0>
0;922;(-7,56);;<0>
0;923;(-11,56);;<0>
0;924;(-9,74);;<0>
0;925;(-12,56);;<0>
0;926;(-13,56);;<0>
0;927;(-14,56);;<0>
0;928;(-16,56);;<0>
0;929;(-17,56);;<0>
0;930;(-20,56);;<0>
0;931;(-22,56);;<0>
0;932;(-24,56);;<0>
0;933;(71,55);;<0>
0;934;(70,55);;<0>
0;935;(69,55);;<0>
0;936;(34,71);;<0>
0;937;(68,55);;<0>
0;938;(67,55);;<0>
0;939;(61,55);;<0>
0;940;(58,55);;<0>
0;941;(-17,67);;<0>
0;942;(57,55);;<0>
0;943;(54,55);;<0>
0;944;(53,55);;<0>
0;945;(40,74);;<0>
0;946;(52,55);;<0>
0;947;(51,55);;<0>
0;948;(47,55);;<0>
0;949;(46,55);;<0>
0;950;(-22,62);;<0>
0;951;(39,55);;<0>
0;952;(37,55);;<0>
0;953;(11,74);;<0>
0;954;(36,55);;<0>
0;955;(34,55);;<0>
0;956;(30,55);;<0>
0;957;(28,55);;<0>
0;958;(27,55);;<0>
0;959;(25,55);;<0>
0;960;(24,55);;<0>
0;961;(22,59);;<0>
0;962;(22,55);;<0>
0;963;(21,55);;<0>
0;964;(15,55);;<0>
0;965;(14,55);;<0>
0;966;(13,55);;<0>
0;967;(10,55);;<0>
0;968;(9,55);;<0>
0;969;(8,55);;<0>
0;970;(4,55);;<0>
0;971;(3,55);;<0>
0;972;(0,55);;<0>
0;973;(-2,55);;<0>
0;974;(19,61);;<0>
0;975;(-4,55);;<0>
0;976;(20,73);;<0>
